bank_name,year,quarter,fiscal_quarter,car,cost_to_income,debt_to_equity,liquidity_coverage,npa_ratio,roa,crisis_label
UCO BANK,2017,Q1,FY2017-Q1,10.0489,43.2628,17.5227,122.6889,9.113,-0.9647,1
UCO BANK,2017,Q2,FY2017-Q2,10.3687,39.1941,17.3052,123.2798,8.7672,-0.8522,1
UCO BANK,2017,Q3,FY2017-Q3,10.7416,35.7504,16.9182,124.0308,8.5877,-0.7705,1
UCO BANK,2017,Q4,FY2017-Q4,11.094,34.3425,16.4312,125.0,8.7523,-0.7837,1
UCO BANK,2018,Q1,FY2018-Q1,10.9133,42.097,14.9509,127.6875,11.1927,-1.1322,1
UCO BANK,2018,Q2,FY2018-Q2,10.9957,44.4269,14.2352,128.8606,11.8603,-1.4081,1
UCO BANK,2018,Q3,FY2018-Q3,11.0485,47.8775,13.4971,129.7284,12.4984,-1.708,1
UCO BANK,2018,Q4,FY2018-Q4,11.1041,52.9322,12.9124,130.0,12.8249,-1.9646,1
UCO BANK,2019,Q1,FY2019-Q1,10.6629,67.624,12.3617,128.9298,12.2459,-1.8894,1
UCO BANK,2019,Q2,FY2019-Q2,10.6653,72.1884,12.1158,128.1529,11.5372,-1.96,1
UCO BANK,2019,Q3,FY2019-Q3,10.727,75.0656,11.9214,127.6495,10.5698,-1.9638,1
UCO BANK,2019,Q4,FY2019-Q4,10.8605,76.8042,11.7873,128.0,9.5159,-1.9228,1
UCO BANK,2020,Q1,FY2020-Q1,10.9173,73.2259,11.5032,134.112,7.6655,-1.4103,0
UCO BANK,2020,Q2,FY2020-Q2,11.113,69.9905,11.3113,136.7029,6.7486,-1.2949,0
UCO BANK,2020,Q3,FY2020-Q3,11.4272,65.2649,11.0569,139.8173,5.9624,-1.1588,0
UCO BANK,2020,Q4,FY2020-Q4,11.8755,61.0628,10.8094,143.0,5.3355,-1.0032,0
UCO BANK,2021,Q1,FY2021-Q1,12.5524,54.5412,10.3755,148.2159,4.689,-0.4569,0
UCO BANK,2021,Q2,FY2021-Q2,13.0666,51.2528,10.1222,150.3107,4.3395,-0.2565,0
UCO BANK,2021,Q3,FY2021-Q3,13.5605,48.2532,9.8776,151.3501,4.0782,-0.0767,0
UCO BANK,2021,Q4,FY2021-Q4,13.9461,46.3299,9.7306,151.0,3.8573,0.0627,0
UCO BANK,2022,Q1,FY2022-Q1,13.5952,44.0482,9.9048,144.2946,3.4478,0.2107,0
UCO BANK,2022,Q2,FY2022-Q2,13.5947,42.5722,9.9161,141.342,3.1938,0.2662,0
UCO BANK,2022,Q3,FY2022-Q3,13.6668,40.8721,9.94,138.0183,2.9261,0.3039,0
UCO BANK,2022,Q4,FY2022-Q4,13.9461,39.4454,10.0093,135.0,2.6433,0.3448,0
UCO BANK,2023,Q1,FY2023-Q1,14.743,36.0973,10.3453,130.7164,2.0374,0.4385,0
UCO BANK,2023,Q2,FY2023-Q2,15.3783,34.041,10.3921,129.309,1.7433,0.5168,0
UCO BANK,2023,Q3,FY2023-Q3,16.0947,31.9658,10.3932,128.4721,1.4771,0.5913,0
UCO BANK,2023,Q4,FY2023-Q4,16.7577,30.7287,10.4104,128.0,1.2629,0.6479,0
UCO BANK,2024,Q1,FY2024-Q1,16.7088,31.3847,10.5907,127.413,1.058,0.5871,0
UCO BANK,2024,Q2,FY2024-Q2,16.9056,31.1845,10.5772,127.2345,0.9629,0.5931,0
UCO BANK,2024,Q3,FY2024-Q3,17.0573,31.1384,10.519,127.1137,0.9067,0.5889,0
UCO BANK,2024,Q4,FY2024-Q4,17.2347,31.6143,10.4811,127.0,0.8713,0.5852,0
UCO BANK,2025,Q1,FY2025-Q1,17.2303,32.7592,10.5453,126.2425,0.757,0.5767,0
UCO BANK,2025,Q2,FY2025-Q2,17.4766,32.7016,10.49,125.9905,0.7053,0.6126,0
UCO BANK,2025,Q3,FY2025-Q3,17.9654,31.9705,10.3971,125.5933,0.6189,0.6815,0
UCO BANK,2025,Q4,FY2025-Q4,18.7673,30.9211,10.3305,125.0,0.4797,0.7942,0
UJJIVAN SMALL FINANCE BANK,2017,Q1,FY2017-Q1,7.4704,17.1914,8.5093,103.9061,0.8004,2.5283,0
UJJIVAN SMALL FINANCE BANK,2017,Q2,FY2017-Q2,14.8594,27.9529,6.6222,113.4887,0.7327,1.3954,0
UJJIVAN SMALL FINANCE BANK,2017,Q3,FY2017-Q3,20.0484,35.7693,5.3498,120.388,0.6935,0.5946,0
UJJIVAN SMALL FINANCE BANK,2017,Q4,FY2017-Q4,23.3856,41.7092,4.6231,125.0,0.6755,0.0836,0
UJJIVAN SMALL FINANCE BANK,2018,Q1,FY2018-Q1,24.2516,49.8175,4.6328,129.221,0.7083,-0.1895,0
UJJIVAN SMALL FINANCE BANK,2018,Q2,FY2018-Q2,24.6537,51.5797,4.6769,130.4473,0.7015,-0.2475,0
UJJIVAN SMALL FINANCE BANK,2018,Q3,FY2018-Q3,24.2489,51.5754,4.946,130.5748,0.6931,-0.1424,0
UJJIVAN SMALL FINANCE BANK,2018,Q4,FY2018-Q4,23.3856,51.0434,5.3758,130.0,0.6755,0.0836,0
UJJIVAN SMALL FINANCE BANK,2019,Q1,FY2019-Q1,20.2635,48.1589,6.4983,128.5189,0.5391,0.8378,0
UJJIVAN SMALL FINANCE BANK,2019,Q2,FY2019-Q2,19.2269,46.0356,6.9208,127.7277,0.48,1.2331,0
UJJIVAN SMALL FINANCE BANK,2019,Q3,FY2019-Q3,18.7643,43.4396,7.1752,127.4227,0.3876,1.6228,0
UJJIVAN SMALL FINANCE BANK,2019,Q4,FY2019-Q4,19.2241,41.4344,7.2085,128.0,0.2545,1.9646,0
UJJIVAN SMALL FINANCE BANK,2020,Q1,FY2020-Q1,22.851,40.1117,6.3612,134.2221,0.0841,2.0813,0
UJJIVAN SMALL FINANCE BANK,2020,Q2,FY2020-Q2,24.9777,38.8045,5.9056,136.8168,0.0,2.2557,0
UJJIVAN SMALL FINANCE BANK,2020,Q3,FY2020-Q3,27.2933,37.9703,5.3833,139.8781,0.0,2.333,0
UJJIVAN SMALL FINANCE BANK,2020,Q4,FY2020-Q4,29.2421,38.4652,4.9684,143.0,0.1958,2.3094,0
UJJIVAN SMALL FINANCE BANK,2021,Q1,FY2021-Q1,28.4943,47.0252,4.9872,148.1864,1.5861,1.3618,0
UJJIVAN SMALL FINANCE BANK,2021,Q2,FY2021-Q2,28.5111,49.1906,4.9844,150.2801,2.1475,1.0522,0
UJJIVAN SMALL FINANCE BANK,2021,Q3,FY2021-Q3,27.9071,52.138,5.1412,151.3338,2.64,0.6159,0
UJJIVAN SMALL FINANCE BANK,2021,Q4,FY2021-Q4,26.8366,56.9607,5.4604,151.0,2.8685,0.0418,0
UJJIVAN SMALL FINANCE BANK,2022,Q1,FY2022-Q1,22.2403,70.6744,6.6691,144.3026,2.1063,-1.1782,0
UJJIVAN SMALL FINANCE BANK,2022,Q2,FY2022-Q2,20.6341,75.4175,7.1177,141.3501,1.6604,-1.8562,0
UJJIVAN SMALL FINANCE BANK,2022,Q3,FY2022-Q3,19.5096,77.4644,7.4865,138.0227,1.099,-2.2468,0
UJJIVAN SMALL FINANCE BANK,2022,Q4,FY2022-Q4,19.2748,76.473,7.7361,135.0,0.5972,-2.1318,0
UJJIVAN SMALL FINANCE BANK,2023,Q1,FY2023-Q1,21.3504,58.3777,7.6828,130.7143,0.1393,0.4104,0
UJJIVAN SMALL FINANCE BANK,2023,Q2,FY2023-Q2,22.8534,49.1535,7.5621,129.3068,0.0115,1.7316,0
UJJIVAN SMALL FINANCE BANK,2023,Q3,FY2023-Q3,24.6413,39.0685,7.3123,128.4709,0.0,3.1127,0
UJJIVAN SMALL FINANCE BANK,2023,Q4,FY2023-Q4,26.1971,31.2069,7.0362,128.0,0.0392,4.2218,0
UJJIVAN SMALL FINANCE BANK,2024,Q1,FY2024-Q1,25.7174,28.2592,6.5391,127.4136,0.1657,4.1751,0
UJJIVAN SMALL FINANCE BANK,2024,Q2,FY2024-Q2,25.7806,27.3619,6.3005,127.2352,0.2037,4.2751,0
UJJIVAN SMALL FINANCE BANK,2024,Q3,FY2024-Q3,25.4944,28.6747,6.0887,127.1142,0.2396,4.0463,0
UJJIVAN SMALL FINANCE BANK,2024,Q4,FY2024-Q4,25.0604,31.7987,5.9555,127.0,0.2741,3.6262,0
UJJIVAN SMALL FINANCE BANK,2025,Q1,FY2025-Q1,23.1849,39.7383,6.1913,126.242,0.3913,2.2768,0
UJJIVAN SMALL FINANCE BANK,2025,Q2,FY2025-Q2,22.7535,42.4866,6.225,125.9898,0.4186,1.8325,0
UJJIVAN SMALL FINANCE BANK,2025,Q3,FY2025-Q3,22.7735,43.4668,6.3472,125.5926,0.4478,1.6095,0
UJJIVAN SMALL FINANCE BANK,2025,Q4,FY2025-Q4,23.4465,42.4742,6.6136,125.0,0.4797,1.7451,0
UNION BANK OF INDIA,2015,Q1,FY2015-Q1,11.9178,20.9877,17.5543,114.6447,0.0,1.4623,0
UNION BANK OF INDIA,2015,Q2,FY2015-Q2,11.0993,23.5247,16.9567,116.049,0.6674,1.0081,0
UNION BANK OF INDIA,2015,Q3,FY2015-Q3,10.5983,24.8556,16.4661,117.1481,1.7891,0.6996,0
UNION BANK OF INDIA,2015,Q4,FY2015-Q4,10.3733,25.6781,16.1621,118.0,2.6531,0.512,0
UNION BANK OF INDIA,2016,Q1,FY2016-Q1,10.0518,26.6902,16.222,119.563,4.2712,0.3259,0
UNION BANK OF INDIA,2016,Q2,FY2016-Q2,10.1346,26.4064,16.14,120.0952,4.6692,0.3013,0
UNION BANK OF INDIA,2016,Q3,FY2016-Q3,10.3705,25.8364,16.0935,120.5548,4.9445,0.3228,0
UNION BANK OF INDIA,2016,Q4,FY2016-Q4,10.7184,25.6781,16.1621,121.0,5.1397,0.3657,0
UNION BANK OF INDIA,2017,Q1,FY2017-Q1,11.0476,29.0037,16.8616,122.6889,6.0085,0.3071,0
UNION BANK OF INDIA,2017,Q2,FY2017-Q2,11.3761,29.5112,17.0058,123.2798,6.0843,0.3115,0
UNION BANK OF INDIA,2017,Q3,FY2017-Q3,11.6963,30.6072,17.1106,124.0308,6.2113,0.2628,0
UNION BANK OF INDIA,2017,Q4,FY2017-Q4,11.9668,33.1254,17.2622,125.0,6.432,0.1358,0
UNION BANK OF INDIA,2018,Q1,FY2018-Q1,11.5708,43.6799,17.8637,127.6875,7.7199,-0.4006,0
UNION BANK OF INDIA,2018,Q2,FY2018-Q2,11.5764,47.2424,17.9577,128.8606,7.9801,-0.6892,0
UNION BANK OF INDIA,2018,Q3,FY2018-Q3,11.5815,49.948,17.9534,129.7284,8.1871,-0.9501,0
UNION BANK OF INDIA,2018,Q4,FY2018-Q4,11.6319,51.8453,17.9485,130.0,8.2432,-1.1182,0
UNION BANK OF INDIA,2019,Q1,FY2019-Q1,11.3771,51.0702,17.8772,128.9298,8.0279,-0.8983,0
UNION BANK OF INDIA,2019,Q2,FY2019-Q2,11.4703,49.2482,17.7275,128.1529,7.6339,-0.8185,0
UNION BANK OF INDIA,2019,Q3,FY2019-Q3,11.6623,46.6207,17.4287,127.6495,7.1638,-0.704,0
UNION BANK OF INDIA,2019,Q4,FY2019-Q4,11.9567,44.9063,17.0674,128.0,6.7061,-0.6165,0
UNION BANK OF INDIA,2020,Q1,FY2020-Q1,12.1489,45.7446,16.1442,134.112,6.2608,-0.5143,0
UNION BANK OF INDIA,2020,Q2,FY2020-Q2,12.4542,45.5461,15.6323,136.7029,5.9112,-0.5413,0
UNION BANK OF INDIA,2020,Q3,FY2020-Q3,12.7571,45.3234,15.1169,139.8173,5.6219,-0.5691,0
UNION BANK OF INDIA,2020,Q4,FY2020-Q4,13.0022,45.3952,14.7728,143.0,5.3747,-0.5538,0
UNION BANK OF INDIA,2021,Q1,FY2021-Q1,12.5476,44.4799,14.9118,148.2159,5.1695,-0.1976,0
UNION BANK OF INDIA,2021,Q2,FY2021-Q2,12.5226,43.1682,14.9007,150.3107,4.9263,-0.0359,0
UNION BANK OF INDIA,2021,Q3,FY2021-Q3,12.5601,41.3433,14.9251,151.3501,4.7098,0.1367,0
UNION BANK OF INDIA,2021,Q4,FY2021-Q4,12.7484,39.9808,15.01,151.0,4.523,0.2822,0
UNION BANK OF INDIA,2022,Q1,FY2022-Q1,13.1866,38.721,15.3503,144.2946,4.308,0.3907,0
UNION BANK OF INDIA,2022,Q2,FY2022-Q2,13.6192,37.5611,15.3546,141.342,4.1124,0.4418,0
UNION BANK OF INDIA,2022,Q3,FY2022-Q3,14.1593,36.4093,15.2803,138.0183,3.8872,0.4685,0
UNION BANK OF INDIA,2022,Q4,FY2022-Q4,14.7378,35.921,15.2284,135.0,3.6027,0.4912,0
UNION BANK OF INDIA,2023,Q1,FY2023-Q1,15.1276,36.0526,15.215,130.7164,2.8002,0.526,0
UNION BANK OF INDIA,2023,Q2,FY2023-Q2,15.5072,35.5765,15.1104,129.309,2.3951,0.5813,0
UNION BANK OF INDIA,2023,Q3,FY2023-Q3,15.8872,34.703,14.9062,128.4721,1.9991,0.6473,0
UNION BANK OF INDIA,2023,Q4,FY2023-Q4,16.2806,33.8385,14.6704,128.0,1.6643,0.721,0
UNION BANK OF INDIA,2024,Q1,FY2024-Q1,16.2937,30.5843,13.9767,127.413,1.3046,0.8038,0
UNION BANK OF INDIA,2024,Q2,FY2024-Q2,16.559,28.6945,13.5972,127.2345,1.1509,0.8954,0
UNION BANK OF INDIA,2024,Q3,FY2024-Q3,16.867,26.5344,13.1503,127.1137,1.0602,0.987,0
UNION BANK OF INDIA,2024,Q4,FY2024-Q4,17.2245,24.8019,12.7468,127.0,1.0084,1.0764,0
UNION BANK OF INDIA,2025,Q1,FY2025-Q1,17.2279,23.9966,12.2516,126.2425,0.8975,1.0959,0
UNION BANK OF INDIA,2025,Q2,FY2025-Q2,17.5071,23.1105,11.9621,125.9905,0.8463,1.18,0
UNION BANK OF INDIA,2025,Q3,FY2025-Q3,17.859,22.9425,11.7431,125.5933,0.7608,1.2544,0
UNION BANK OF INDIA,2025,Q4,FY2025-Q4,18.2903,24.1793,11.699,125.0,0.6168,1.3167,0
UTKARSH SMALL FINANCE BANK,2018,Q1,FY2018-Q1,6.0,103.6355,16.2666,147.9623,2.0575,-5.594,0
UTKARSH SMALL FINANCE BANK,2018,Q2,FY2018-Q2,9.7087,88.6376,13.4142,139.8913,1.6851,-4.2183,0
UTKARSH SMALL FINANCE BANK,2018,Q3,FY2018-Q3,14.2172,75.6948,11.2044,133.9827,1.3546,-3.0285,0
UTKARSH SMALL FINANCE BANK,2018,Q4,FY2018-Q4,17.661,65.7928,9.6118,130.0,1.0671,-2.0168,0
UTKARSH SMALL FINANCE BANK,2019,Q1,FY2019-Q1,21.3978,50.6246,7.7777,127.1068,0.5683,0.0225,0
UTKARSH SMALL FINANCE BANK,2019,Q2,FY2019-Q2,22.9859,44.4332,7.1203,126.2667,0.3744,0.8151,0
UTKARSH SMALL FINANCE BANK,2019,Q3,FY2019-Q3,23.9715,39.6221,6.7806,126.6433,0.2237,1.4528,0
UTKARSH SMALL FINANCE BANK,2019,Q4,FY2019-Q4,24.5021,36.6461,6.716,128.0,0.1175,1.9437,0
UTKARSH SMALL FINANCE BANK,2020,Q1,FY2020-Q1,23.1494,35.1423,7.2307,134.6005,0.0826,2.2278,0
UTKARSH SMALL FINANCE BANK,2020,Q2,FY2020-Q2,22.9104,34.1084,7.4223,137.2083,0.0657,2.4665,0
UTKARSH SMALL FINANCE BANK,2020,Q3,FY2020-Q3,22.6524,33.6187,7.5951,140.0869,0.0966,2.5817,0
UTKARSH SMALL FINANCE BANK,2020,Q4,FY2020-Q4,22.5228,34.0813,7.7124,143.0,0.1762,2.5812,0
UTKARSH SMALL FINANCE BANK,2021,Q1,FY2021-Q1,21.6134,38.5409,7.6972,148.085,0.6877,1.8163,0
UTKARSH SMALL FINANCE BANK,2021,Q2,FY2021-Q2,21.674,39.4213,7.5869,150.1752,0.8424,1.5975,0
UTKARSH SMALL FINANCE BANK,2021,Q3,FY2021-Q3,21.8919,40.3923,7.4323,151.2778,1.0477,1.3424,0
UTKARSH SMALL FINANCE BANK,2021,Q4,FY2021-Q4,22.2082,42.2343,7.3481,151.0,1.3021,1.0868,0
UTKARSH SMALL FINANCE BANK,2022,Q1,FY2022-Q1,21.5684,48.4255,7.6736,144.3297,1.9808,0.5996,0
UTKARSH SMALL FINANCE BANK,2022,Q2,FY2022-Q2,21.688,50.0794,7.765,141.3783,2.2061,0.4384,0
UTKARSH SMALL FINANCE BANK,2022,Q3,FY2022-Q3,21.8093,50.7845,7.8695,138.0377,2.3257,0.3925,0
UTKARSH SMALL FINANCE BANK,2022,Q4,FY2022-Q4,21.9138,50.9653,7.9948,135.0,2.2615,0.5016,0
UTKARSH SMALL FINANCE BANK,2023,Q1,FY2023-Q1,20.8205,47.7157,8.1963,130.707,1.3428,1.2294,0
UTKARSH SMALL FINANCE BANK,2023,Q2,FY2023-Q2,20.6957,45.2388,8.2193,129.2991,0.909,1.6801,0
UTKARSH SMALL FINANCE BANK,2023,Q3,FY2023-Q3,20.7093,42.1782,8.1374,128.4667,0.4249,2.1525,0
UTKARSH SMALL FINANCE BANK,2023,Q4,FY2023-Q4,20.9496,39.914,7.9804,128.0,0.0,2.5602,0
UTKARSH SMALL FINANCE BANK,2024,Q1,FY2024-Q1,21.1621,39.5984,7.3862,127.4159,0.0,2.5416,0
UTKARSH SMALL FINANCE BANK,2024,Q2,FY2024-Q2,21.6622,38.8199,7.0733,127.2378,0.0,2.6751,0
UTKARSH SMALL FINANCE BANK,2024,Q3,FY2024-Q3,22.2785,38.6016,6.747,127.1158,0.0,2.6809,0
UTKARSH SMALL FINANCE BANK,2024,Q4,FY2024-Q4,22.9085,39.5827,6.5085,127.0,0.0294,2.5707,0
UTKARSH SMALL FINANCE BANK,2025,Q1,FY2025-Q1,22.0299,46.88,6.9555,126.2404,2.0918,1.4569,0
UTKARSH SMALL FINANCE BANK,2025,Q2,FY2025-Q2,22.1001,48.6839,7.0348,125.9872,2.7267,1.0792,0
UTKARSH SMALL FINANCE BANK,2025,Q3,FY2025-Q3,21.8722,50.6347,7.3441,125.5904,3.6055,0.621,0
UTKARSH SMALL FINANCE BANK,2025,Q4,FY2025-Q4,21.2439,53.6272,7.9936,125.0,4.7384,0.094,0
YES BANK,2015,Q1,FY2015-Q1,13.8891,15.9769,6.6652,114.6447,0.9802,1.7341,0
YES BANK,2015,Q2,FY2015-Q2,14.6358,18.1754,7.4179,116.049,0.5613,1.7305,0
YES BANK,2015,Q3,FY2015-Q3,15.2766,19.4769,7.8937,117.1481,0.2805,1.7494,0
YES BANK,2015,Q4,FY2015-Q4,15.834,20.3815,8.1841,118.0,0.1175,1.7869,0
YES BANK,2016,Q1,FY2016-Q1,15.9346,21.3896,8.43,119.563,0.1133,1.6516,0
YES BANK,2016,Q2,FY2016-Q2,16.2111,21.2683,8.4263,120.0952,0.12,1.7161,0
YES BANK,2016,Q3,FY2016-Q3,16.4746,20.7656,8.3139,120.5548,0.1836,1.7869,1
YES BANK,2016,Q4,FY2016-Q4,16.7475,20.3815,8.1841,121.0,0.2839,1.8601,1
YES BANK,2017,Q1,FY2017-Q1,16.5034,20.6163,8.1779,122.6889,0.5845,1.7256,1
YES BANK,2017,Q2,FY2017-Q2,16.6679,20.2374,8.0902,123.2798,0.6839,1.7921,1
YES BANK,2017,Q3,FY2017-Q3,16.9109,19.9924,8.0618,124.0308,0.7602,1.8487,1
YES BANK,2017,Q4,FY2017-Q4,17.255,20.3815,8.1841,125.0,0.793,1.8914,1
YES BANK,2018,Q1,FY2018-Q1,17.4036,22.6787,9.3381,127.6875,0.7596,1.6952,1
YES BANK,2018,Q2,FY2018-Q2,17.7637,23.389,9.7261,128.8606,0.7008,1.7239,1
YES BANK,2018,Q3,FY2018-Q3,18.197,23.549,10.1537,129.7284,0.6452,1.7725,1
YES BANK,2018,Q4,FY2018-Q4,18.676,23.1174,10.637,130.0,0.6266,1.8601,1
YES BANK,2019,Q1,FY2019-Q1,17.8266,25.4486,11.8042,128.9298,1.1066,1.4428,1
YES BANK,2019,Q2,FY2019-Q2,17.8946,24.5092,12.1763,128.1529,1.2196,1.4318,1
YES BANK,2019,Q3,FY2019-Q3,17.5978,25.9992,12.3754,127.6495,1.4505,1.1816,1
YES BANK,2019,Q4,FY2019-Q4,16.7475,32.4917,12.4209,128.0,1.8209,0.5434,1
YES BANK,2020,Q1,FY2020-Q1,12.2771,67.3003,11.6897,134.112,3.4625,-2.1175,1
YES BANK,2020,Q2,FY2020-Q2,10.4227,81.1594,11.3043,136.7029,3.9746,-3.5717,1
YES BANK,2020,Q3,FY2020-Q3,8.994,93.0034,10.7206,139.8173,4.4898,-4.8604,1
YES BANK,2020,Q4,FY2020-Q4,8.5869,100.6705,10.0386,143.0,4.9244,-5.6325,1
YES BANK,2021,Q1,FY2021-Q1,11.8345,90.862,8.4355,148.2159,5.761,-3.9895,0
YES BANK,2021,Q2,FY2021-Q2,13.7327,83.6503,7.7144,150.3107,5.8437,-3.3193,0
YES BANK,2021,Q3,FY2021-Q3,15.9326,72.6776,7.1175,151.3501,5.8311,-2.3867,0
YES BANK,2021,Q4,FY2021-Q4,17.7625,62.0807,6.8028,151.0,5.7565,-1.4943,0
YES BANK,2022,Q1,FY2022-Q1,17.9695,46.4394,7.2751,144.2946,5.5209,-0.2442,0
YES BANK,2022,Q2,FY2022-Q2,18.0514,40.1853,7.506,141.342,5.2885,0.1517,0
YES BANK,2022,Q3,FY2022-Q3,17.8348,35.8526,7.7678,138.0183,4.9404,0.3484,0
YES BANK,2022,Q4,FY2022-Q4,17.6914,33.8066,7.9464,135.0,4.4349,0.418,0
YES BANK,2023,Q1,FY2023-Q1,17.3101,35.2369,7.7942,130.7164,2.8037,0.3248,0
YES BANK,2023,Q2,FY2023-Q2,17.5778,35.5228,7.6007,129.309,2.063,0.291,0
YES BANK,2023,Q3,FY2023-Q3,17.9309,35.9597,7.3507,128.4721,1.3583,0.2452,0
YES BANK,2023,Q4,FY2023-Q4,18.1888,36.5881,7.2048,128.0,0.8126,0.209,0
YES BANK,2024,Q1,FY2024-Q1,16.7301,36.2177,7.635,127.413,0.4806,0.2011,0
YES BANK,2024,Q2,FY2024-Q2,16.3688,35.2681,7.7851,127.2345,0.3914,0.2204,0
YES BANK,2024,Q3,FY2024-Q3,15.951,33.6871,7.972,127.1137,0.4438,0.2598,0
YES BANK,2024,Q4,FY2024-Q4,15.5904,32.2847,8.1759,127.0,0.5678,0.3135,0
YES BANK,2025,Q1,FY2025-Q1,14.8377,30.5588,8.1896,126.2425,0.6439,0.4165,0
YES BANK,2025,Q2,FY2025-Q2,14.7491,29.2363,8.1736,125.9905,0.699,0.4911,0
YES BANK,2025,Q3,FY2025-Q3,15.0591,28.1948,7.9205,125.5933,0.6154,0.5631,0
YES BANK,2025,Q4,FY2025-Q4,15.8809,28.1693,7.4061,125.0,0.3231,0.627,0
